GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.pipeline,ImageProviderPipeline.__CLR4_4_19bp9bplde0396a,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.pipeline,PipelineFactory.__CLR4_4_19gn9gnlde0396q,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.pipeline,ImageConversionEdge.__CLR4_4_19bc9bclde0395u,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.pipeline,ImageConversionEdge,0,98,0,0,0,19,0,6,0,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.pipeline,PipelineFactory.PipelineComparator,0,28,0,0,0,5,0,1,0,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.pipeline,ImageRepresentation,37,122,16,8,1,21,12,7,0,7
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.pipeline,ImageRepresentation.__CLR4_4_19g59g5lde0396a,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,Penalty.__CLR4_4_19u79u7lde0399b,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,ImageUtil,204,646,75,67,21,83,68,21,6,12
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,SeekableStreamAdapter.__CLR4_4_19uy9uylde0399b.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,ImageUtil.__CLR4_4_19r19r1lde0398w.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,SeekableStreamAdapter,27,75,0,0,6,16,2,6,2,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,SoftMapCache.__CLR4_4_19vc9vclde0399r,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,Penalty,46,181,13,8,3,33,9,11,1,8
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,Penalty.__CLR4_4_19u79u7lde0399b.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,ImageInputStreamAdapter.__CLR4_4_19qc9qclde0398g,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,SoftReferenceWithKey.__CLR4_4_19wl9wllde0399r,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,SoftReferenceWithKey.__CLR4_4_19wl9wllde0399r.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,SoftMapCache.__CLR4_4_19vc9vclde0399r.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,SeekableStreamAdapter.__CLR4_4_19uy9uylde0399b,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,SoftReferenceWithKey,13,22,0,0,3,4,1,2,1,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,ImageInputStreamAdapter.__CLR4_4_19qc9qclde0398g.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,SoftMapCache,112,241,36,16,6,39,24,12,0,10
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,ImageInputStreamAdapter,74,124,9,5,13,24,10,8,3,8
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,ImageUtil.new InvocationHandler() {...},10,62,4,6,2,8,4,3,0,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.util,ImageUtil.__CLR4_4_19r19r1lde0398w,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,Service,151,526,65,47,13,72,52,13,2,7
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,QName.__CLR4_4_1fh1fh1lde03ad8,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,Service.__CLR4_4_1fizfizlde03adm,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,QName.__CLR4_4_1fh1fh1lde03ad8.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,UnitConv.__CLR4_4_1fleflelde03adm,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,ClasspathResource.__CLR4_4_1f60f60lde03aau.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,QName,213,400,84,40,9,53,61,12,1,10
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,WriterOutputStream.__CLR4_4_1fnffnflde03ae2,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,ImageIODebugUtil.__CLR4_4_1fghfghlde03acp,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,UnitConv,498,145,80,0,44,28,45,10,5,10
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,WriterOutputStream.__CLR4_4_1fnffnflde03ae2.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,Service.__CLR4_4_1fizfizlde03adm.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,DoubleFormatUtil.__CLR4_4_1f9zf9zlde03acg,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,DoubleFormatUtil,265,1886,207,277,9,159,195,59,2,10
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,ClasspathResource.__CLR4_4_1f60f60lde03aau,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,DateFormatUtil.__CLR4_4_1f7zf7zlde03ab9,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,ImageIODebugUtil,133,0,10,0,25,0,9,0,4,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,DoubleFormatUtil.__CLR4_4_1f9zf9zlde03acg.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,DateFormatUtil.__CLR4_4_1f7zf7zlde03ab9.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,DateFormatUtil,26,537,24,36,2,74,25,19,1,13
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,WriterOutputStream,82,71,7,3,12,12,9,4,4,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,UnitConv.__CLR4_4_1fleflelde03adm.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,ClasspathResource,72,460,51,43,3,70,41,13,0,7
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util,ImageIODebugUtil.__CLR4_4_1fghfghlde03acp.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.dijkstra,DefaultEdgeDirectory.__CLR4_4_1fnyfnylde03aeh.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.dijkstra,DijkstraAlgorithm.new Comparator() {...},22,83,11,9,1,9,9,3,0,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.dijkstra,DefaultEdgeDirectory.__CLR4_4_1fnyfnylde03aeh,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.dijkstra,DijkstraAlgorithm.__CLR4_4_1fphfphlde03aex.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.dijkstra,DefaultEdgeDirectory,96,350,53,39,3,42,42,11,0,7
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.dijkstra,DijkstraAlgorithm,46,469,35,37,1,65,31,17,0,12
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.dijkstra,DijkstraAlgorithm.__CLR4_4_1fphfphlde03aex,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,FilteringEventListener,3,54,4,6,0,8,4,4,0,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DefaultNestedDocumentHandler,413,0,90,0,39,0,49,0,4,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,ResourceTracker,856,57,196,6,83,7,115,3,14,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DSCCommentFactory.__CLR4_4_1e9be9blde03a13.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DefaultDSCHandler.__CLR4_4_1eh7eh7lde03a2k.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DSCException,0,15,0,0,0,3,0,2,0,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DSCCommentFactory,71,199,4,6,12,27,5,3,1,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DSCException.__CLR4_4_1ea5ea5lde03a13.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DefaultNestedDocumentHandler.__CLR4_4_1ehkehklde03a30,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,EventRecorder.PSLine,27,0,0,0,6,0,2,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DSCParser.MyDSCListener,17,0,0,0,4,0,2,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,EventRecorder.PSComment,27,0,0,0,6,0,2,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,EventRecorder.__CLR4_4_1ej1ej1lde03a3f.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DefaultNestedDocumentHandler.__CLR4_4_1ehkehklde03a30.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DefaultDSCHandler,99,0,0,0,20,0,7,0,7,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DSCParser.__CLR4_4_1ea7ea7lde03a2k,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DSCParser.__CLR4_4_1ea7ea7lde03a2k.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DSCParser,931,1026,266,124,93,124,190,36,11,18
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DSCCommentFactory.__CLR4_4_1e9be9blde03a13,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,FilteringEventListener.__CLR4_4_1ejyejylde03a3f.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,ResourceTracker.Counter,48,0,0,0,11,0,4,0,4,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,EventRecorder.__CLR4_4_1ej1ej1lde03a3f,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,ResourceTracker.__CLR4_4_1ek5ek5lde03a3v,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,ResourceTracker.__CLR4_4_1ek5ek5lde03a3v.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,EventRecorder,235,0,32,0,29,0,24,0,8,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DefaultDSCHandler.__CLR4_4_1eh7eh7lde03a2k,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,DSCException.__CLR4_4_1ea5ea5lde03a13,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc,FilteringEventListener.__CLR4_4_1ejyejylde03a3f,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.fonts,Glyphs.__CLR4_4_100lde037dx.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.fonts,Glyphs.__CLR4_4_100lde037dx,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.fonts,Glyphs,470,6751,156,94,33,216,116,19,4,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSDictionary.Maker,1054,0,216,0,81,0,113,0,5,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,DSCConstants.__CLR4_4_1crscrslde039u5,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSProcSets,56,29,0,0,14,7,5,1,5,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,DSCConstants.__CLR4_4_1crscrslde039u5.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSProcSet,96,28,0,0,15,5,4,2,4,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSResource,102,190,31,9,8,31,20,9,1,8
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,ImageFormGenerator.__CLR4_4_1d1ld1llde039vg,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSDictionaryFormatException.__CLR4_4_1d83d83lde039wc,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSState.__CLR4_4_1e6we6wlde03a0o.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,ImageEncodingHelper,1132,1300,339,133,87,153,229,32,4,18
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSPageDeviceDictionary,145,178,50,14,11,25,33,7,2,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,ImageEncodingHelper.__CLR4_4_1ct3ct3lde039v1,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,ImageEncodingHelper.RenderedImageEncoder,3,124,4,8,0,18,4,5,0,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSState,531,186,102,6,58,29,63,5,9,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSResource.__CLR4_4_1e5ue5ulde03a0o.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSDictionary.Maker.Token,9,0,0,0,3,0,1,0,1,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,FormGenerator,50,284,14,6,6,42,12,7,2,7
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSGenerator.__CLR4_4_1db0db0lde039y2,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,DSCConstants.AtendIndicator,0,23,0,0,0,5,0,2,0,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSProcSet.__CLR4_4_1dz6dz6lde039zt,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSPageDeviceDictionary.__CLR4_4_1dy1dy1lde039zd,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSFontUtils,798,0,134,0,85,0,74,0,6,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSProcSet.__CLR4_4_1dz6dz6lde039zt.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSDictionaryFormatException,15,0,0,0,3,0,2,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,FormGenerator.__CLR4_4_1crxcrxlde039u5,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSProcSets.__CLR4_4_1dzmdzmlde03a08.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSImageUtils,2713,1127,415,73,273,129,257,19,16,14
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,ImageEncodingHelper.__CLR4_4_1ct3ct3lde039v1.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSImageUtils.__CLR4_4_1dkzdkzlde039zd.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSProcSets.__CLR4_4_1dzmdzmlde03a08,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSState.__CLR4_4_1e6we6wlde03a0o,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSDictionary.__CLR4_4_1d3id3ilde039wc,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSDictionary,330,136,57,11,32,14,35,5,3,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSFontUtils.__CLR4_4_1d85d85lde039wr,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,DSCConstants,8,8,0,0,2,2,1,1,1,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSImageUtils.__CLR4_4_1dkzdkzlde039zd,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSDictionaryFormatException.__CLR4_4_1d83d83lde039wc.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSPageDeviceDictionary.__CLR4_4_1dy1dy1lde039zd.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSDictionary.__CLR4_4_1d3id3ilde039wc.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,FormGenerator.__CLR4_4_1crxcrxlde039u5.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSProcSets.EPSProcSet,208,14,0,0,32,2,1,1,1,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSFontUtils.__CLR4_4_1d85d85lde039wr.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSImageUtils.new ImageEncoder() {...},67,0,10,0,9,0,8,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSImageUtils.new ImageEncoder() {...},67,0,10,0,9,0,8,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSResource.__CLR4_4_1e5ue5ulde03a0o,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,ImageFormGenerator,96,493,47,33,3,56,37,11,0,8
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,ImageFormGenerator.__CLR4_4_1d1ld1llde039vg.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSProcSets.StdProcSet,972,234,6,6,155,30,6,4,1,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSGenerator.__CLR4_4_1db0db0lde039y2.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps,PSGenerator,1843,1258,390,83,180,178,257,45,30,32
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.spi,ImageImplRegistry,314,1183,151,123,12,141,120,35,0,18
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.spi,ImageImplRegistry.ImageLoaderFactoryComparator,0,93,0,0,0,13,0,2,0,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.spi,ImageImplRegistry.__CLR4_4_19ke9kelde0397l.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.spi,ImageImplRegistry.PreloaderHolder,23,0,0,0,3,0,1,0,1,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.spi,ImageImplRegistry.new Comparator() {...},3,121,4,6,0,14,4,3,0,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.spi,ImageImplRegistry.__CLR4_4_19ke9kelde0397l,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.spi,ImageImplRegistry.MyIterator,30,52,7,3,4,9,6,3,1,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.merge,MergeRuleSet.__CLR4_4_1h5ph5plde03aow,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.merge,MergeRuleSet,47,36,10,0,4,8,6,3,1,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.merge,NoReplacePropertyMerger,45,6,10,0,5,1,6,2,1,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.merge,ArrayAddPropertyMerger,170,6,40,0,13,1,21,2,1,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.merge,ReplacePropertyMerger.__CLR4_4_1h63h63lde03apc.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.merge,ReplacePropertyMerger,12,6,0,0,3,1,1,2,1,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.merge,ArrayAddPropertyMerger.__CLR4_4_1h55h55lde03aoh,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.merge,ArrayAddPropertyMerger.__CLR4_4_1h55h55lde03aoh.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.merge,NoReplacePropertyMerger.__CLR4_4_1h5xh5xlde03aow,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.merge,MergeRuleSet.__CLR4_4_1h5ph5plde03aow.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.merge,ReplacePropertyMerger.__CLR4_4_1h63h63lde03apc,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.merge,NoReplacePropertyMerger.__CLR4_4_1h5xh5xlde03aow.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,RenderingIntent,77,103,13,2,8,14,10,3,1,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,AbstractDeviceSpecificColorSpace,0,16,0,0,0,3,0,2,0,2
